accx_avg,accy_avg,accz_avg,gyrox_avg,gyroy_avg,gyroz_avg,magx_avg,magy_avg,magz_avg,accx_std,accy_std,accz_std,gyrox_std,gyroy_std,gyroz_std,magx_std,magy_std,magz_std,accx_max,accy_max,accz_max,gyrox_max,gyroy_max,gyroz_max,magx_max,magy_max,magz_max,accx_min,accy_min,accz_min,gyrox_min,gyroy_min,gyroz_min,magx_min,magy_min,magz_min,class
-0.672299,0.68349,-0.283374,1.42214,0.0186718,-2.40069,-9.98556,33.8453,-119.157,0.0290115,0.0160191,0.0195043,4.82773,4.55685,5.8935,0.273259,0.672309,0.274734,0.726532,0.712128,0.315277,17.4442,10.467,14.2986,10.5232,34.8436,119.731,0.602509,0.646667,0.236298,0.79082,0.142012,0.156428,9.41245,31.7743,118.416,resting
-0.682893,0.669485,-0.297555,1.32456,0.310338,1.38885,-9.72868,33.0056,-119.296,0.0300351,0.0180879,0.0185348,6.39241,4.58123,4.99991,0.400701,0.704339,0.305913,0.754791,0.708557,0.349915,12.5092,9.78452,9.48393,10.4063,34.1421,119.906,0.628601,0.633667,0.268188,0.17832,0.072012,0.226428,8.74013,30.4297,118.766,resting
-0.65364,0.700216,-0.297392,0.670705,-0.836177,0.75938,-8.98639,33.7727,-119.189,0.0217919,0.0368657,0.0221003,10.4575,4.54536,6.92158,0.350259,0.723385,0.326398,0.68924,0.79599,0.344818,16.5517,8.59452,18.4286,9.61707,35.3405,119.877,0.613037,0.630035,0.252747,1.12332,0.0370121,0.123572,7.80474,32.4467,118.533,resting
-0.652935,0.696109,-0.291797,-0.543161,-0.739131,1.4896,-9.26098,33.5698,-119.456,0.0301933,0.0591414,0.0229745,9.85438,5.24196,11.1947,0.377473,0.90289,0.288846,0.732941,0.821381,0.345428,18.2558,12.2695,24.7111,9.96785,35.1067,119.936,0.606354,0.600861,0.24942,1.12332,0.177012,0.281072,8.7109,31.5697,118.737,resting
-0.646612,0.717473,-0.289193,1.9604,-1.01065,-0.179794,-9.31324,33.7319,-119.498,0.034437,0.0617662,0.0273972,10.2951,4.77033,10.2521,0.401504,0.705948,0.334418,0.732941,0.856262,0.340973,16.1142,12.8995,23.2936,10.114,34.9898,120.345,0.588867,0.619049,0.245117,1.56082,0.492012,0.138928,8.62321,32.0959,118.942,resting
-0.64449,0.707511,-0.282166,1.56426,0.019733,0.34309,-9.63744,33.9862,-119.247,0.0314707,0.0509861,0.0229595,8.77847,4.73294,8.46533,0.257704,0.529189,0.281022,0.721649,0.843597,0.331451,15.6767,12.4095,18.6736,10.4355,34.9021,119.848,0.587494,0.605957,0.243073,0.14332,0.120488,0.401428,9.14937,33.0605,118.708,resting
-0.64705,0.712665,-0.289682,1.20896,-0.979889,-0.56585,-9.54709,33.8763,-119.294,0.0286843,0.0471633,0.0232842,8.20697,4.61659,8.07423,0.351579,0.625797,0.246274,0.691528,0.813293,0.329926,13.2967,9.69701,18.4111,10.494,34.9313,119.936,0.594635,0.626465,0.233582,0.38832,0.159512,0.158572,8.82783,32.739,118.883,resting
-0.659818,0.69209,-0.291499,0.222591,-0.359434,-0.417892,-9.76677,33.3953,-119.478,0.0252121,0.0263464,0.0188093,6.89358,4.39066,6.52804,0.300681,0.720738,0.303139,0.728455,0.75885,0.328613,14.8258,11.552,16.2411,10.5525,34.6098,120.14,0.616486,0.643829,0.240448,0.81918,0.067988,0.473572,9.23707,31.4528,118.737,resting
-0.65166,0.701327,-0.286579,0.650552,-0.120268,0.129375,-9.26718,33.9224,-119.147,0.0295449,0.0325171,0.0198684,8.43685,4.29721,8.65747,0.286811,0.689083,0.282318,0.7099,0.793457,0.326324,11.8617,11.097,18.8836,9.93861,35.5452,119.79,0.604828,0.655243,0.248993,0.0383198,0.00201201,0.0535716,8.74013,32.4759,118.62,resting
-0.651536,0.704339,-0.287784,0.328127,-0.625647,0.224302,-9.15026,34.1173,-119.193,0.0292957,0.0353277,0.0212409,8.16495,4.27737,7.8589,0.358694,0.543736,0.267706,0.715729,0.777954,0.326508,12.5267,9.87202,17.2911,9.76323,34.9021,120.082,0.588013,0.642273,0.244873,1.05332,0.212012,0.103928,8.41859,32.7682,118.737,resting
-0.654782,0.701177,-0.289567,0.641533,-0.713677,-0.0689535,-8.95893,33.7275,-119.018,0.0261972,0.0317483,0.0190237,7.55202,4.78063,7.41109,0.312529,0.62926,0.317619,0.709625,0.784821,0.321838,12.4042,10.9395,17.3611,9.58784,35.019,119.614,0.612915,0.645874,0.256317,1.27418,0.277988,0.0185717,8.38936,32.0959,118.182,resting
-0.653829,0.700306,-0.290992,0.0184255,0.0298082,0.068926,-9.07851,33.6513,-119.291,0.0235479,0.0251115,0.0190117,7.08674,5.17236,6.22531,0.353205,0.720223,0.314706,0.704102,0.752289,0.334137,11.5708,12.042,14.9111,9.76323,34.8728,119.76,0.60968,0.643982,0.257355,0.17832,0.015488,0.138928,8.3309,32.1251,118.62,resting
-0.655339,0.697845,-0.290041,0.259184,-0.458602,0.282638,-8.78531,33.6584,-119.219,0.0232393,0.0360824,0.0189976,7.77494,4.35395,6.46819,0.325354,0.771238,0.260654,0.693451,0.796692,0.32605,12.3758,9.39952,16.3986,9.38322,34.9898,119.848,0.603729,0.641266,0.252594,1.31582,0.557988,0.123572,7.98012,32.3005,118.737,resting
-0.656568,0.699177,-0.287674,1.22487,-0.485116,-0.39191,-8.84112,34.2625,-119.006,0.026097,0.0314777,0.0198637,7.21833,4.74974,7.58595,0.316723,0.557858,0.315826,0.707733,0.775513,0.319458,11.9733,10.887,16.9236,9.67553,35.2236,119.526,0.612915,0.649994,0.234192,0.20668,0.0895121,0.263572,8.09705,32.739,118.211,resting
-0.669029,0.683841,-0.301352,1.0732,-1.00481,-0.149028,-9.36196,32.894,-119.262,0.0249174,0.0253347,0.017377,8.02276,4.5799,6.04083,0.339235,0.856758,0.309334,0.710541,0.743835,0.327362,16.0442,13.372,15.5236,10.114,34.1421,119.79,0.608398,0.633301,0.270111,0.0733198,0.050488,0.0339284,8.68167,30.2251,118.679,resting
-0.653016,0.698993,-0.285826,0.751836,0.240338,-0.0344819,-9.0351,33.9817,-119.154,0.0221023,0.0356251,0.0200574,7.6123,4.04278,6.43414,0.360844,0.697118,0.315194,0.693604,0.782806,0.328918,12.9117,9.52202,16.3461,9.734,35.1359,119.819,0.608521,0.618744,0.244232,0.59832,0.085488,0.873929,8.21397,32.3005,118.474,resting
-0.652134,0.703837,-0.284594,1.01169,-0.344056,0.485212,-8.97221,33.9994,-119.216,0.0281148,0.0314988,0.0200021,8.76063,4.97155,7.90324,0.313176,0.57668,0.297012,0.703674,0.793457,0.322815,13.4608,11.132,16.7311,9.50015,35.1944,119.79,0.603851,0.649963,0.246216,0.836681,0.155488,0.261428,8.2432,32.5051,118.562,resting
-0.652818,0.706889,-0.287759,0.37426,-0.669131,0.150591,-8.76582,33.7877,-119.201,0.0264686,0.0263563,0.0194463,8.06556,4.64032,7.52407,0.266042,0.630919,0.317818,0.700378,0.776184,0.320709,12.3758,13.652,20.3186,9.20783,34.9313,119.731,0.588898,0.644073,0.250671,0.26582,0.067988,0.436429,8.27244,32.359,118.416,resting
-0.650233,0.703955,-0.286473,0.778882,-0.489889,-0.168649,-8.92969,34.3059,-119.22,0.0270112,0.032771,0.0230592,8.24012,4.33347,7.88868,0.333762,0.682586,0.30871,0.706696,0.754669,0.322876,13.2617,10.4845,20.3361,9.90938,35.7206,119.79,0.595764,0.637848,0.243408,0.33582,0.282012,0.173928,8.30167,33.002,118.386,resting
-0.654328,0.698485,-0.293445,0.416684,-0.381178,0.0307444,-9.10508,33.8028,-119.337,0.0242505,0.0314412,0.0183388,7.82908,4.76706,6.91339,0.353651,0.65033,0.238262,0.697296,0.780334,0.32309,13.4083,9.17202,17.6061,9.734,34.9021,119.906,0.610504,0.63446,0.253235,0.15418,0.107012,0.141072,7.98012,32.3005,118.971,resting
-0.655912,0.699442,-0.28934,0.569942,-0.207238,0.359532,-9.12368,33.7381,-119.461,0.0284373,0.0250905,0.019702,7.69008,4.75622,6.85145,0.387378,0.718955,0.29861,0.706299,0.750977,0.32016,14.0033,9.50452,18.4111,9.88015,34.639,120.111,0.600281,0.640686,0.245514,0.20668,0.155488,0.243928,8.30167,31.102,118.942,resting
-0.631497,0.727439,-0.270002,-1.9421,0.153899,1.72718,-8.12096,35.8357,-118.756,0.0276921,0.0210185,0.0177985,8.76251,4.12261,6.05899,0.535452,0.757443,0.345604,0.688263,0.781921,0.306763,19.4108,10.463,12.7586,9.52938,37.0067,119.614,0.571686,0.683502,0.231445,0.56332,0.172988,0.0535716,7.3955,33.9667,118.094,resting
-0.606274,0.757379,-0.2481,1.16547,-1.04565,1.269,-8.09262,36.4035,-118.321,0.00883661,0.0114594,0.0086219,3.13162,2.11516,3.52032,0.264908,0.547805,0.306037,0.625031,0.775208,0.269073,8.15168,7.00201,13.7539,8.94475,37.3575,119.146,0.593109,0.724274,0.230286,0.27668,0.037012,0.0339284,7.48319,35.019,117.685,resting
-0.783612,0.524653,-0.328284,-3.07377,1.41284,-0.695258,-7.48319,42.1957,-114.169,0.0452829,0.048334,0.0364294,12.5115,8.60486,16.9761,0.603197,1.21717,0.720719,0.854034,0.615417,0.398895,27.1917,19.738,34.4039,8.56475,44.0807,115.873,0.69751,0.444794,0.23465,0.15418,0.662988,0.351072,6.28471,38.7021,112.862,standing
-0.783481,0.514938,-0.337949,0.134033,-0.336631,0.0922486,-7.15899,42.4845,-113.922,0.0338399,0.0411561,0.0263507,9.51662,5.2916,12.7118,0.460073,0.575243,0.555659,0.875488,0.601196,0.402527,20.8392,12.5805,25.5489,8.27244,43.613,115.171,0.67804,0.413605,0.271393,0.0733197,0.015488,0.0360716,6.22625,41.3914,113.154,standing
-0.788154,0.513814,-0.32668,1.12198,-0.75451,-1.18365,-7.28743,43.7122,-113.453,0.0263669,0.0255404,0.0158145,4.41124,4.44432,7.74866,0.499372,0.555595,0.35943,0.839386,0.563538,0.358398,9.90168,9.43451,17.9386,8.3309,44.6361,114.148,0.740601,0.453339,0.284088,0.16082,0.365488,0.103928,6.31394,42.6191,112.511,standing
-0.782788,0.528107,-0.317947,1.28638,-1.28322,1.55642,-7.60012,43.0753,-113.965,0.0263975,0.0328371,0.0191793,5.75595,3.39228,8.47293,0.365309,0.71934,0.383297,0.845551,0.608795,0.349091,11.3717,8.33201,15.4514,8.44782,44.4607,114.586,0.739594,0.469116,0.269592,1.11668,0.015488,0.278929,6.60626,41.3622,113.037,standing
-0.780348,0.539365,-0.312726,1.1082,-1.08754,1.12263,-7.67895,42.5545,-114.311,0.0437026,0.0441146,0.0256355,7.61114,3.98265,11.455,0.419638,0.823454,0.385266,0.87854,0.632843,0.362091,12.5442,13.0045,20.5964,8.36013,43.8761,115.113,0.70285,0.431305,0.238831,0.61582,0.229512,0.401428,6.72318,39.9298,113.446,standing
-0.783568,0.527817,-0.324164,2.52676,-1.10027,0.378609,-7.77373,40.9246,-115.246,0.0489925,0.0451579,0.0291132,9.93757,4.82351,11.8727,0.477666,0.864979,0.614887,0.926666,0.622131,0.37854,17.8992,11.657,20.6664,8.50628,42.5314,116.282,0.692841,0.43634,0.241699,0.12582,0.054512,0.403572,6.54779,38.6144,114.177,standing
-0.770113,0.540829,-0.335547,2.29555,-0.871707,-0.173961,-7.03144,40.588,-115.145,0.043117,0.0340109,0.0223867,7.8231,4.87456,10.2366,0.364323,0.534087,0.410256,0.889252,0.593292,0.389862,15.5717,14.2995,21.0339,7.8632,41.6545,116.194,0.680176,0.459717,0.293884,0.00331977,0.177012,0.646429,6.22625,39.2283,114.236,standing
-0.766432,0.536408,-0.343491,1.78328,-0.977237,0.480436,-7.37424,39.4117,-115.665,0.0399558,0.0332313,0.0153169,7.08774,5.38447,8.85796,0.429867,0.594775,0.277123,0.867432,0.58197,0.381958,14.4692,13.407,17.0089,8.3309,40.5145,116.106,0.699707,0.446472,0.313171,0.28332,0.054512,0.211072,6.13856,37.8252,115.054,standing
-0.702627,0.643827,-0.301616,1.0785,-4.41572,1.46893,-6.38392,40.192,-115.974,0.0134153,0.0172197,0.019298,2.85835,4.76161,3.36607,1.01813,0.604201,0.304322,0.733459,0.693054,0.333618,9.63918,19.0945,15.4514,8.18474,41.2745,116.574,0.675964,0.603851,0.261139,0.11918,0.807012,0.173928,4.79392,39.2283,115.317,resting
-0.691687,0.668823,-0.265649,0.287288,-0.696177,1.76059,-7.62403,39.7979,-116.044,0.0201728,0.0328899,0.0174176,6.00382,3.64754,5.72634,0.326574,0.655132,0.337623,0.725891,0.750153,0.305206,12.4633,9.03201,13.6839,8.06782,40.6022,116.603,0.637512,0.620331,0.217194,0.10832,0.067988,0.786429,6.95703,37.9421,115.58,resting
-0.692547,0.676957,-0.256401,-4.6721,3.70163,-1.38039,-7.01018,40.7031,-115.508,0.0231381,0.0268222,0.015147,10.3832,7.88856,5.13557,1.07468,1.83276,1.11958,0.77951,0.734985,0.283386,30.9433,25.3205,10.3436,8.41859,44.4899,116.954,0.648102,0.600983,0.222351,0.0491804,0.142012,0.176072,4.50161,38.1467,112.979,resting
-0.67976,0.680768,-0.269878,3.34926,1.71617,-0.815619,-4.70268,43.3747,-113.858,0.0253163,0.032963,0.0246459,5.95146,2.87895,6.17061,0.540808,0.721859,0.538018,0.742615,0.744659,0.322968,18.3192,7.55799,13.9114,5.75855,44.8992,114.791,0.629852,0.592987,0.231293,0.49332,0.155488,0.278928,3.68313,41.7422,112.833,resting
-0.676654,0.670937,-0.310929,0.192364,-0.078374,0.254003,-3.37753,42.5181,-114.291,0.0251209,0.0448968,0.0143933,6.71357,3.45032,5.17802,0.287588,0.659277,0.371676,0.736542,0.780792,0.352234,13.1283,7.50549,14.3139,4.2093,43.7007,115.113,0.614594,0.596619,0.277405,0.399181,0.247012,0.0339284,2.74773,41.3037,113.476,resting
-0.677807,0.66819,-0.303249,4.09009,-3.80693,-0.353722,-3.61581,42.6235,-114.435,0.0274355,0.0428557,0.016997,9.34674,6.52192,3.88994,0.844645,1.01133,0.773353,0.742798,0.752258,0.336792,26.9467,23.0145,8.97643,5.75855,43.9345,116.136,0.627594,0.582184,0.263885,0.12582,0.282012,0.0689284,2.54312,40.3975,113.154,resting
-0.680639,0.668762,-0.305927,-1.70559,2.23375,1.02984,-4.07023,42.0079,-115.439,0.0257868,0.0420653,0.0126001,6.05432,4.25013,4.71737,0.903263,0.853028,0.495982,0.757568,0.746887,0.328186,15.2458,12.4405,12.0914,6.10932,43.2622,116.545,0.640808,0.571442,0.28183,1.06418,0.102988,0.103928,2.57235,39.6083,114.44,resting
-0.668144,0.675303,-0.309644,0.685545,-0.124511,0.428474,-3.14014,42.4986,-115.17,0.0167002,0.0336373,0.011535,6.36541,2.51963,3.87949,0.297409,0.590965,0.315596,0.707611,0.755432,0.330963,12.7017,6.42451,10.0614,3.56621,44.0514,115.756,0.631165,0.598206,0.283356,0.17832,0.277988,0.0164284,2.63081,41.0406,114.411,resting
-0.67633,0.673123,-0.312717,3.4829,-4.41784,-0.64645,-3.76463,41.604,-115.464,0.0162456,0.0394256,0.0126498,6.43002,5.83269,3.90511,0.932981,1.07128,0.514804,0.707672,0.774261,0.340027,14.9067,19.672,11.4789,6.22625,43.4084,116.574,0.640259,0.605133,0.289703,0.346681,0.0720121,0.296428,2.28004,39.0529,114.645,resting
-0.698387,0.657805,-0.286224,-1.58839,0.83746,2.24105,-6.38392,40.1424,-116.518,0.0233949,0.0456292,0.01423,9.02439,8.44822,5.33682,1.01482,1.42401,0.804485,0.765076,0.747528,0.319794,20.7758,25.303,16.2389,7.80474,42.4437,117.919,0.650391,0.577576,0.26181,0.75582,0.050488,0.00107162,4.32622,37.3575,115.171,resting
-0.640251,0.728551,-0.248518,-0.321502,-2.56762,1.91756,-4.23764,42.9194,-115.172,0.0196432,0.0210212,0.0187579,4.37996,3.34019,5.11296,0.538251,0.514784,0.289985,0.703064,0.783417,0.288879,9.64582,9.67951,13.1239,5.43701,43.7884,115.785,0.609406,0.691345,0.210388,0.0316802,0.107012,0.0710717,2.95235,41.5376,114.645,resting
-0.663259,0.717681,-0.232116,1.67191,-1.08595,-1.56069,-5.62745,42.9539,-115.03,0.0152707,0.019534,0.00701111,4.76752,2.88839,4.54422,0.535678,0.715187,0.381134,0.698029,0.755737,0.243378,9.66332,7.50951,9.99357,7.22011,44.1391,115.756,0.636749,0.676849,0.217712,0.32918,0.019512,0.418929,4.64776,41.3914,114.382,resting
-0.667358,0.703157,-0.247431,0.773574,1.43935,-0.546222,-5.24479,43.0549,-114.824,0.0159592,0.0327185,0.0120415,5.3511,4.63877,5.2575,0.438027,0.58415,0.467464,0.699921,0.767029,0.268768,9.97832,16.5005,8.97643,6.43087,44.0807,115.785,0.635559,0.630402,0.218384,0.0316804,0.159512,0.873929,4.47238,41.7714,113.826,resting
-0.710208,0.632603,-0.290163,1.68148,-4.67399,-2.00987,-10.727,33.7027,-118.115,0.0709685,0.0899462,0.0735177,50.9738,37.3816,12.0122,3.85612,6.74179,1.70506,0.855621,0.805267,0.444275,136.637,103.725,37.2586,16.2818,42.6483,120.228,0.546112,0.488586,0.101257,0.47582,0.702012,0.103928,5.057,24.1742,115.288,resting
-0.679526,0.690377,-0.250886,-0.517714,0.439202,1.97218,-6.57791,41.5092,-115.708,0.018761,0.0164067,0.0100016,2.58049,2.54739,4.35834,0.57297,0.627242,0.317896,0.718109,0.71579,0.26944,7.23082,7.10701,17.0089,7.89243,42.473,116.253,0.637054,0.651611,0.228577,0.0908197,0.037012,0.0864284,5.5247,40.076,115.025,resting
-0.671767,0.704297,-0.240083,0.385923,-0.732238,-0.214784,-6.2608,42.0017,-115,0.0126728,0.0151269,0.0102633,2.85391,2.63582,2.51935,0.333865,0.745558,0.398857,0.695313,0.734955,0.261078,7.00332,6.82701,10.3239,6.9278,43.7299,116.106,0.638092,0.667908,0.212646,0.13668,0.0895121,0.0339283,5.61239,40.4268,114.411,resting
-0.675518,0.698766,-0.252349,1.026,0.649202,0.366429,-5.84624,42.007,-114.849,0.014021,0.0240424,0.0123324,3.57895,3.52034,4.03072,0.481772,0.606794,0.326994,0.700439,0.76709,0.28125,9.28918,11.478,12.4961,7.13242,43.4084,115.551,0.638031,0.629181,0.226074,0.44082,0.120488,0.0710717,5.057,40.7191,114.236,resting
-0.744684,0.61332,-0.22866,11.8012,-14.5551,-2.67063,-16.1534,31.1268,-118.117,0.0754918,0.109152,0.0700282,59.6686,43.6321,15.3364,3.08856,3.74638,0.930404,0.92395,0.96167,0.404663,285.509,159.427,60.5686,18.5911,40.836,119.176,0.58078,0.384094,0.0657349,0.70332,0.0720121,0.681429,6.69395,24.3204,115.025,resting
-0.718061,0.674283,-0.130464,-5.01202,-6.72361,10.1038,-19.763,33.6806,-116.832,0.10148,0.0853626,0.12184,15.805,41.4904,15.1419,3.5958,2.19815,1.86851,0.925568,0.810791,0.266724,43.3967,114.295,48.3514,27.4773,38.4683,118.913,0.510803,0.503418,0.00161743,0.14332,0.207988,0.333572,16.2818,30.342,113.446,resting
-0.636844,0.767582,-0.111612,-6.14846,17.4455,-0.748283,-10.3603,43.7804,-114.05,0.0477583,0.0466107,0.0489622,15.855,19.2261,11.2475,3.54793,1.45208,0.437936,0.730225,0.898651,0.193054,49.6333,92.6255,21.4561,18.4157,45.6007,114.966,0.501129,0.671753,0.0128174,0.80832,0.767988,1.59357,6.22625,38.7314,113.066,resting
-0.618584,0.767575,-0.179873,0.610775,1.77981,0.325062,-5.44232,43.9708,-114.143,0.0325955,0.0564196,0.0237187,7.83129,3.98572,7.30365,0.419514,0.648775,0.397339,0.691132,0.910583,0.225281,13.4017,11.9855,13.6861,6.19702,45.3084,114.966,0.548615,0.691956,0.117889,2.10332,0.124512,0.523929,4.56007,42.473,113.505,resting
-0.612063,0.77266,-0.198188,0.592213,0.288596,0.00847442,-4.35988,44.28,-114.014,0.030597,0.0565135,0.0244714,7.38115,3.13235,5.71234,0.394293,0.599162,0.388636,0.695526,0.909271,0.23764,12.3933,7.90799,11.3936,5.14469,45.3961,115.083,0.570282,0.701202,0.129669,0.31168,0.067988,0.123572,3.2739,43.0576,113.359,resting
-0.703936,0.638816,-0.314775,0.970324,0.325719,-0.342595,-4.48389,42.5305,-115.422,0.033894,0.0453997,0.0265006,9.59213,7.99958,9.27602,0.405164,1.21073,0.702349,0.766418,0.742798,0.370636,21.6158,17.078,23.8711,5.40778,44.6945,117.042,0.631226,0.550323,0.267151,0.10168,0.295488,0.158572,3.71236,39.4037,114.177,standing
-0.722245,0.603787,-0.334466,1.54517,-1.60564,1.34112,-5.53622,40.5667,-116.319,0.0346938,0.0478679,0.0266626,18.6144,16.7372,7.39914,1.10988,1.76919,0.918206,0.813202,0.688812,0.37912,57.0817,58.732,14.5086,7.83397,42.7945,118.065,0.635101,0.450195,0.281403,0.0841802,0.072012,0.0864284,4.18006,36.3052,115.054,standing
-0.691682,0.641621,-0.32224,-0.270062,0.0876107,0.83999,-4.01088,42.6466,-115.291,0.0138991,0.0199798,0.0164731,3.25257,3.06898,5.01469,0.424258,0.591012,0.399881,0.727081,0.683136,0.364563,7.94168,7.68451,10.4989,5.08623,43.9638,116.077,0.658722,0.579224,0.261719,0.0491803,0.102988,0.663929,3.04005,41.216,114.645,standing
-0.680679,0.652905,-0.324296,0.487212,-0.391783,1.19528,-3.45814,42.7316,-115.186,0.020915,0.0287578,0.0287833,5.17762,5.19646,8.69116,0.277729,0.57332,0.418208,0.715881,0.69458,0.387634,11.7917,9.31201,14.8564,4.06314,43.7591,116.048,0.638245,0.600464,0.268829,0.00331967,0.137988,0.578572,2.77697,41.5083,114.528,standing
-0.675173,0.661701,-0.324367,1.06418,-0.15898,0.0689162,-3.12331,42.6607,-115.165,0.0249198,0.0383711,0.0313838,5.78272,4.98352,9.55279,0.33088,0.700211,0.354279,0.727509,0.745575,0.395172,12.5092,10.747,15.6964,3.71236,43.8468,116.253,0.63382,0.575867,0.273438,0.0666803,0.107012,0.156428,2.19234,40.8945,114.469,standing
-0.669963,0.666513,-0.334072,1.85964,-1.81724,0.791727,-2.91604,41.9007,-115.244,0.0228602,0.034372,0.0178673,5.04301,3.83583,7.0253,0.333058,0.762085,0.3685,0.739929,0.75705,0.380829,12.1942,10.043,15.4339,3.50775,43.2622,116.048,0.637726,0.58197,0.285645,0.23082,0.102988,0.193572,2.3385,40.1052,114.44,standing
-0.798905,0.584329,-0.141896,3.86843,-4.3367,3.79588,-9.1042,52.6392,-106.951,0.0724526,0.0532244,0.0181689,12.8646,7.74562,17.8428,0.820468,1.0426,0.884505,0.94693,0.669373,0.178741,33.7892,25.097,36.6439,10.874,54.2239,108.799,0.654236,0.477173,0.112762,1.02918,0.277988,2.39643,7.65858,49.43,105.262,standing
-0.806449,0.578891,-0.121182,2.54215,-4.90254,-1.5098,-11.3515,49.3547,-110.17,0.0756349,0.0385354,0.0152857,17.2699,9.37922,19.114,0.915608,0.994666,0.551373,0.950836,0.660736,0.156372,40.5792,29.1395,31.4836,13.1833,51.1254,111.079,0.639709,0.489746,0.0946045,0.58082,1.01299,1.76643,9.20783,46.6238,108.623,standing
-0.82604,0.563428,-0.0800023,-3.09339,0.43443,-1.37988,-12.5632,50.4867,-108.978,0.0606283,0.0408739,0.0142075,11.6188,5.12013,17.7094,0.60725,0.930342,0.760339,0.96698,0.673462,0.104706,32.0808,11.0795,32.2689,13.6802,52.2947,110.786,0.689728,0.483307,0.0518494,1.84082,0.054512,0.698928,11.254,48.4069,107.542,standing
-0.838209,0.533426,-0.081284,-5.01626,7.95254,-4.30026,-12.5535,51.8456,-107.823,0.0568268,0.040666,0.0223591,13.5308,13.1376,16.8978,0.91123,1.15866,1.29577,0.955292,0.64267,0.144379,31.7833,40.7555,30.4664,14.0018,54.6331,109.149,0.721893,0.453766,0.0483704,0.679181,0.124512,0.263572,10.2894,49.6931,104.209,standing
-0.833245,0.535068,-0.121763,6.91026,-8.42693,5.15399,-10.5658,54.5038,-105.123,0.0562777,0.0333422,0.0426563,23.6939,27.9824,14.9362,1.84804,2.82295,3.55211,0.964264,0.596252,0.233643,45.5142,81.3945,37.3089,13.2417,58.6671,109.559,0.72052,0.473083,0.0151978,1.51918,0.947012,1.33107,6.4601,49.81,99.7662,standing
-0.825142,0.556756,-0.0956902,4.7079,-2.16405,-0.924877,-13.1806,49.4362,-110.392,0.073574,0.0376738,0.0131764,14.0903,6.54957,15.9533,0.605404,1.00559,0.66213,1.02487,0.629059,0.116577,25.8267,12.738,31.0811,14.411,52.0608,111.371,0.714447,0.475037,0.0656433,0.23082,0.107012,1.19107,12.0725,47.0915,108.682,standing
-0.889104,0.417737,-0.141822,21.0025,-9.032,-6.95177,-18.4502,38.0962,-115.504,0.136735,0.104762,0.0833903,30.2496,19.8528,20.4053,2.44985,5.9485,2.47249,1.2016,0.617432,0.320953,96.2292,46.832,55.0014,23.3557,48.4654,118.474,0.634766,0.231659,0.042572,2.44668,2.23799,0.998572,13.8556,30.6051,110.757,standing
-0.979133,0.19085,-0.0447193,16.4949,-4.6395,-3.58593,-29.2587,16.8142,-115.455,0.136208,0.125163,0.0725825,45.7696,24.0702,45.8905,2.00134,5.47776,1.19001,1.22275,0.446167,0.18103,118.314,65.4695,96.8461,32.7974,31.0143,117.626,0.550537,0.0131226,0.00119019,1.04668,0.947012,1.76643,23.1511,9.23707,112.979,standing
-0.757103,0.521973,-0.38683,10.0306,-3.2114,3.6474,-21.0456,12.5092,-118.634,0.060535,0.0631391,0.0398589,19.3546,19.9162,17.3765,2.38428,3.89612,1.6771,0.893341,0.615234,0.450226,45.1883,60.863,46.0239,25.2265,17.3049,120.403,0.65741,0.338837,0.312927,0.52832,0.212012,0.176072,18.4741,4.47238,114.966,standing
-0.6697,0.625396,-0.39141,-5.00301,2.94754,3.49786,-20.9039,14.8946,-119.28,0.0307407,0.0409711,0.0356198,12.7726,11.7774,10.1503,0.883906,2.49784,0.718722,0.739502,0.686707,0.476501,32.9208,41.2105,22.5389,23.2096,18.2403,120.491,0.622223,0.531982,0.32132,1.30918,0.229512,0.491072,19.2926,9.50015,117.393,standing
-0.629965,0.676611,-0.379304,-0.150208,-0.377994,0.441193,-21.8003,16.7566,-119.248,0.0257021,0.0319463,0.0263704,8.54836,7.85087,8.83847,0.774451,1.23924,0.329225,0.71228,0.728577,0.466064,16.0267,18.2545,19.2314,23.385,18.5911,119.877,0.576965,0.609283,0.328003,0.33582,0.102988,0.226428,20.3742,13.9433,118.357,standing
-0.91121,0.403281,0.0352635,-0.05688,2.44799,0.63794,-41.9441,-3.93824,-69.5136,0.0257511,0.0163437,0.0175619,5.50517,6.03656,7.38176,0.324491,0.732896,1.15618,0.96817,0.442932,0.0805969,18.1442,16.2555,23.7289,42.6191,5.61239,71.938,0.860809,0.371674,0.00765991,0.00331969,0.260488,0.0185716,41.1576,2.51388,67.4364,standing
-0.91458,0.381641,0.00320992,-20.5971,15.9989,3.1818,-42.0097,-4.51401,-77.2758,0.0924102,0.0676749,0.0837752,28.5458,29.0127,21.2853,1.0768,0.76066,6.99206,1.04016,0.610474,0.228699,70.8433,103.791,68.144,43.7007,6.51856,93.3353,0.544891,0.18219,0.00112915,0.976681,0.295488,0.00107162,38.8775,3.06928,69.5703,standing
-0.960838,0.283555,0.021809,22.8268,-14.1553,-9.37685,-38.5214,-8.6923,-77.8684,0.113083,0.15934,0.0793614,38.9784,26.5423,41.9843,1.19094,2.2845,6.33246,1.17926,0.874969,0.268616,110.754,91.4395,134.436,40.9822,12.6571,94.9138,0.641357,0.0395203,0.00268555,0.27668,0.977988,0.593928,36.159,0.906168,70.6226,standing
